Year,Company Size,Industry,Experience,Title,Country,Salary (USD),City
2021,"1,000 to 4,999 employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,83194.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,67312.0,Toronto
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,DevOps specialist,Canada,67312.0,Winnipeg
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,85463.0,Calgary
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,85463.0,Calgary
2021,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,98321.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,Engineering manager,Canada,95295.0,London
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,98321.0,Hamilton–Niagara Peninsula
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,98321.0,Hamilton–Niagara Peninsula
2021,"5,000 to 9,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,60505.0,Montreal
2021,"5,000 to 9,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, QA or test",Canada,60505.0,Winnipeg
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,64287.0,Kingston–Pembroke
2021,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",2 to 4 years,"Developer, full-stack",Canada,60505.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,68824.0,Halifax
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,Designer,Canada,68824.0,Vancouver Island and Coast
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,Product manager,Canada,68824.0,London
2021,"1,000 to 4,999 employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, mobile",Canada,71850.0,Kitchener–Waterloo–Barrie
2021,"5,000 to 9,999 employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,66556.0,Toronto
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,86976.0,Calgary
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Engineer, site reliability",Canada,86976.0,Edmonton
2021,500 to 999 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, front-end",Canada,94539.0,Toronto
2021,500 to 999 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,94539.0,Toronto
2021,500 to 999 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, back-end",Canada,94539.0,Toronto
2021,"1,000 to 4,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, front-end",Canada,90758.0,Toronto
2021,500 to 999 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,75631.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, mobile",Canada,83194.0,Toronto
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, front-end",Canada,83194.0,Toronto
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, game or graphics",Canada,83194.0,Ottawa
2021,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,75631.0,Hamilton–Niagara Peninsula
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, desktop or enterprise applications",Canada,39328.0,Montreal
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,39328.0,Montreal
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,68068.0,Halifax
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,68068.0,Halifax
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, back-end",Canada,68068.0,Halifax
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,94539.0,Toronto
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,83194.0,Toronto
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, QA or test",Canada,83194.0,Toronto
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",2 to 4 years,"Developer, full-stack",Canada,52942.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Engineer, data",Canada,60505.0,Halifax
2021,"5,000 to 9,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,88489.0,Toronto
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,68068.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,Product manager,Canada,68068.0,Moncton–Richibucto
2021,"1,000 to 4,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,67312.0,Halifax
2021,"1,000 to 4,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,67312.0,Halifax
2021,"1,000 to 4,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, back-end",Canada,67312.0,Halifax
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, front-end",Canada,79413.0,Toronto
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,79413.0,Toronto
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, back-end",Canada,79413.0,Toronto
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,52950.0,Montreal
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, QA or test",Canada,52950.0,Winnipeg
2021,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,89245.0,Calgary
2021,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Engineer, site reliability",Canada,89245.0,Vancouver Island and Coast
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, desktop or enterprise applications",Canada,37816.0,Montreal
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,37816.0,Montreal
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, game or graphics",Canada,37816.0,Regina–Moose Mountain
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Senior Executive (C-Suite, VP, etc.)",Canada,45379.0,London
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, front-end",Canada,51429.0,Montreal
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,51429.0,Montreal
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,51429.0,Montreal
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",2 to 4 years,"Engineer, data",Canada,53698.0,Halifax
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",2 to 4 years,"Developer, back-end",Canada,53698.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, full-stack",Canada,54455.0,Montreal
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,79413.0,Toronto
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, game or graphics",Canada,79413.0,Halifax
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, embedded applications or devices",Canada,62018.0,Ottawa
2021,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, embedded applications or devices",Canada,83194.0,Ottawa
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,75650.0,Kingston–Pembroke
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",2 to 4 years,Data scientist or machine learning specialist,Canada,31764.0,Halifax
2021,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, desktop or enterprise applications",Canada,64740.0,Kingston–Pembroke
2021,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",0 to 1 years,"Developer, front-end",Canada,39700.0,Hamilton–Niagara Peninsula
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, front-end",Canada,68068.0,Halifax
2021,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,68068.0,Halifax
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, back-end",Canada,51051.0,Montreal
2021,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,Product manager,Canada,51051.0,Moncton–Richibucto
2021,500 to 999 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,79413.0,Toronto
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,"Developer, desktop or enterprise applications",Canada,84707.0,Toronto
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,"Developer, full-stack",Canada,84707.0,Toronto
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,Designer,Canada,84707.0,Calgary
2021,10 to 19 employees,Healthcare,2 to 4 years,"Developer, full-stack",Canada,49160.0,Halifax
2021,500 to 999 employees,Healthcare,10 or more years,"Developer, front-end",Canada,90758.0,Toronto
2021,500 to 999 employees,Healthcare,10 or more years,"Developer, full-stack",Canada,90758.0,Toronto
2021,500 to 999 employees,Healthcare,10 or more years,"Developer, back-end",Canada,90758.0,Toronto
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, back-end",Canada,105884.0,Hamilton–Niagara Peninsula
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,"Developer, full-stack",Canada,93783.0,Toronto
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, desktop or enterprise applications",Canada,83194.0,Toronto
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, back-end",Canada,83194.0,Toronto
2021,100 to 499 employees,Healthcare,10 or more years,"Developer, back-end",Canada,75631.0,Kingston–Pembroke
2021,"10,000 or more employees",Healthcare,5 to 9 years,Academic researcher,Canada,37816.0,Winnipeg
2021,"5,000 to 9,999 employees",Healthcare,2 to 4 years,"Developer, full-stack",Canada,64287.0,Hamilton–Niagara Peninsula
2021,100 to 499 employees,Healthcare,5 to 9 years,"Developer, full-stack",Canada,52942.0,Montreal
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,"Developer, back-end",Canada,79413.0,Toronto
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,Database administrator,Canada,79413.0,Winnipeg
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,Data or business analyst,Canada,79413.0,Halifax
2021,20 to 99 employees,Healthcare,2 to 4 years,"Developer, back-end",Canada,52942.0,Kitchener–Waterloo–Barrie
2021,10 to 19 employees,Healthcare,0 to 1 years,"Developer, full-stack",Canada,30204.0,Calgary
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, back-end",Canada,62774.0,Montreal
2021,20 to 99 employees,Healthcare,10 or more years,DevOps specialist,Canada,62774.0,Winnipeg
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, front-end",Canada,64287.0,Montreal
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, desktop or enterprise applications",Canada,64287.0,Montreal
2021,20 to 99 employees,Healthcare,5 to 9 years,"Developer, full-stack",Canada,59676.0,Winnipeg
2021,20 to 99 employees,Healthcare,5 to 9 years,"Developer, back-end",Canada,59676.0,Winnipeg
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, front-end",Canada,68068.0,Halifax
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, desktop or enterprise applications",Canada,68068.0,Halifax
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, back-end",Canada,68068.0,Halifax
2021,10 to 19 employees,Healthcare,10 or more years,"Developer, full-stack",Canada,68068.0,Halifax
2021,20 to 99 employees,Healthcare,2 to 4 years,"Developer, full-stack",Canada,51051.0,Vancouver Island and Coast
2021,"1,000 to 4,999 employees",Healthcare,2 to 4 years,"Developer, full-stack",Canada,56723.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Healthcare,2 to 4 years,"Developer, full-stack",Canada,49160.0,Halifax
2021,20 to 99 employees,Healthcare,2 to 4 years,Database administrator,Canada,49160.0,Winnipeg
2021,100 to 499 employees,Healthcare,5 to 9 years,"Developer, back-end",Canada,54833.0,Montreal
2021,10 to 19 employees,Healthcare,5 to 9 years,"Developer, back-end",Canada,57480.0,Halifax
2021,20 to 99 employees,Healthcare,5 to 9 years,"Developer, mobile",Canada,67993.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,Healthcare,10 or more years,Data scientist or machine learning specialist,Canada,81682.0,Halifax
2021,10 to 19 employees,Healthcare,5 to 9 years,Engineering manager,Canada,56723.0,Moncton–Richibucto
2021,20 to 99 employees,Healthcare,10 or more years,Scientist,Canada,60505.0,Winnipeg
2021,20 to 99 employees,Healthcare,5 to 9 years,"Developer, front-end",Canada,68068.0,Kitchener–Waterloo–Barrie
2021,20 to 99 employees,Healthcare,5 to 9 years,"Developer, full-stack",Canada,68068.0,Kitchener–Waterloo–Barrie
2021,20 to 99 employees,Healthcare,5 to 9 years,"Developer, back-end",Canada,85000.0,Hamilton–Niagara Peninsula
2021,"5,000 to 9,999 employees",Healthcare,5 to 9 years,"Developer, back-end",Canada,86976.0,Calgary
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, desktop or enterprise applications",Canada,94539.0,Toronto
2021,20 to 99 employees,Healthcare,10 or more years,Database administrator,Canada,94539.0,Moncton–Richibucto
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,"Developer, full-stack",Canada,102102.0,Hamilton–Niagara Peninsula
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,"Developer, back-end",Canada,102102.0,Hamilton–Niagara Peninsula
2021,"1,000 to 4,999 employees",Healthcare,10 or more years,DevOps specialist,Canada,102102.0,Vancouver Island and Coast
2021,2 to 9 employees,Healthcare,10 or more years,"Developer, back-end",Canada,64287.0,Montreal
2021,2 to 9 employees,Healthcare,10 or more years,DevOps specialist,Canada,64287.0,Winnipeg
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, back-end",Canada,75631.0,Kingston–Pembroke
2021,100 to 499 employees,Healthcare,10 or more years,"Developer, back-end",Canada,98321.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Healthcare,10 or more years,"Developer, front-end",Canada,72606.0,Vancouver Island and Coast
2021,20 to 99 employees,Healthcare,2 to 4 years,"Developer, full-stack",Canada,64287.0,Hamilton–Niagara Peninsula
2021,2 to 9 employees,Healthcare,5 to 9 years,"Developer, mobile",Canada,71850.0,Kitchener–Waterloo–Barrie
2021,2 to 9 employees,Healthcare,5 to 9 years,"Developer, full-stack",Canada,71850.0,Kitchener–Waterloo–Barrie
2021,2 to 9 employees,Healthcare,5 to 9 years,Data scientist or machine learning specialist,Canada,71850.0,Halifax
2021,100 to 499 employees,Healthcare,5 to 9 years,"Developer, full-stack",Canada,75631.0,Hamilton–Niagara Peninsula
2021,"10,000 or more employees",Healthcare,2 to 4 years,"Developer, full-stack",Canada,60505.0,Hamilton–Niagara Peninsula
2021,"10,000 or more employees",Healthcare,2 to 4 years,"Developer, back-end",Canada,60505.0,Hamilton–Niagara Peninsula
2021,"10,000 or more employees",Healthcare,2 to 4 years,"Developer, QA or test",Canada,60505.0,Toronto
2021,100 to 499 employees,Healthcare,10 or more years,"Developer, front-end",Canada,83194.0,Toronto
2021,100 to 499 employees,Healthcare,10 or more years,"Developer, desktop or enterprise applications",Canada,83194.0,Toronto
2021,100 to 499 employees,Healthcare,10 or more years,"Developer, full-stack",Canada,83194.0,Toronto
2021,20 to 99 employees,Retail and Consumer Services,2 to 4 years,"Developer, back-end",Canada,38572.0,Montreal
2021,20 to 99 employees,Retail and Consumer Services,2 to 4 years,"Developer, embedded applications or devices",Canada,38572.0,Moncton–Richibucto
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,"Developer, desktop or enterprise applications",Canada,79413.0,Toronto
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,79413.0,Toronto
2021,500 to 999 employees,Retail and Consumer Services,10 or more years,"Developer, desktop or enterprise applications",Canada,52942.0,Montreal
2021,500 to 999 employees,Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,52942.0,Montreal
2021,"10,000 or more employees",Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,79413.0,Toronto
2021,"10,000 or more employees",Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,79413.0,Toronto
2021,"10,000 or more employees",Retail and Consumer Services,10 or more years,DevOps specialist,Canada,79413.0,Winnipeg
2021,2 to 9 employees,Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,90758.0,Toronto
2021,2 to 9 employees,Retail and Consumer Services,10 or more years,Engineering manager,Canada,90758.0,London
2021,2 to 9 employees,Retail and Consumer Services,10 or more years,Product manager,Canada,90758.0,London
2021,10 to 19 employees,Retail and Consumer Services,2 to 4 years,Product manager,Canada,32673.0,Halifax
2021,20 to 99 employees,Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,93000.0,Toronto
2021,20 to 99 employees,Retail and Consumer Services,10 or more years,Engineering manager,Canada,93000.0,London
2021,2 to 9 employees,Retail and Consumer Services,10 or more years,DevOps specialist,Canada,68068.0,Winnipeg
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,68068.0,Hamilton–Niagara Peninsula
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,Data scientist or machine learning specialist,Canada,68068.0,Hamilton–Niagara Peninsula
2021,"1,000 to 4,999 employees",Retail and Consumer Services,5 to 9 years,"Developer, full-stack",Canada,62774.0,Vancouver Island and Coast
2021,20 to 99 employees,Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,52186.0,Montreal
2021,100 to 499 employees,Retail and Consumer Services,5 to 9 years,"Developer, full-stack",Canada,81682.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Retail and Consumer Services,5 to 9 years,"Developer, full-stack",Canada,66556.0,Toronto
2021,20 to 99 employees,Retail and Consumer Services,5 to 9 years,"Engineer, data",Canada,66556.0,Halifax
2021,20 to 99 employees,Retail and Consumer Services,5 to 9 years,"Developer, back-end",Canada,66556.0,Toronto
2021,20 to 99 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,46891.0,Montreal
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Engineer, data",Canada,49160.0,Halifax
2021,500 to 999 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,68068.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Retail and Consumer Services,5 to 9 years,Data scientist or machine learning specialist,Canada,72612.0,Halifax
2021,20 to 99 employees,Retail and Consumer Services,5 to 9 years,"Developer, back-end",Canada,72612.0,Kitchener–Waterloo–Barrie
2021,"10,000 or more employees",Retail and Consumer Services,0 to 1 years,"Developer, desktop or enterprise applications",Canada,45379.0,Hamilton–Niagara Peninsula
2021,"10,000 or more employees",Retail and Consumer Services,0 to 1 years,"Developer, back-end",Canada,45379.0,Hamilton–Niagara Peninsula
2021,100 to 499 employees,Retail and Consumer Services,5 to 9 years,"Developer, full-stack",Canada,65043.0,Kingston–Pembroke
2021,100 to 499 employees,Retail and Consumer Services,5 to 9 years,"Developer, back-end",Canada,65043.0,Kingston–Pembroke
2021,100 to 499 employees,Retail and Consumer Services,5 to 9 years,DevOps specialist,Canada,65043.0,Winnipeg
2021,"1,000 to 4,999 employees",Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,96808.0,Hamilton–Niagara Peninsula
2021,"1,000 to 4,999 employees",Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,96808.0,Hamilton–Niagara Peninsula
2021,2 to 9 employees,Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,90758.0,Toronto
2021,"1,000 to 4,999 employees",Retail and Consumer Services,5 to 9 years,Data scientist or machine learning specialist,Canada,86976.0,Montreal
2021,"1,000 to 4,999 employees",Retail and Consumer Services,5 to 9 years,"Developer, back-end",Canada,86976.0,Calgary
2021,20 to 99 employees,Retail and Consumer Services,5 to 9 years,"Developer, mobile",Canada,52942.0,Montreal
2021,500 to 999 employees,Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,98321.0,Hamilton–Niagara Peninsula
2021,500 to 999 employees,Retail and Consumer Services,10 or more years,Data or business analyst,Canada,98321.0,Edmonton
2021,500 to 999 employees,Retail and Consumer Services,5 to 9 years,"Developer, front-end",Canada,73514.0,Kitchener–Waterloo–Barrie
2021,500 to 999 employees,Retail and Consumer Services,5 to 9 years,"Developer, full-stack",Canada,73514.0,Kitchener–Waterloo–Barrie
2021,500 to 999 employees,Retail and Consumer Services,5 to 9 years,"Developer, back-end",Canada,73514.0,Kitchener–Waterloo–Barrie
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,102102.0,Hamilton–Niagara Peninsula
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,"Developer, embedded applications or devices",Canada,102102.0,Montreal
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, front-end",Canada,53698.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,53698.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, back-end",Canada,53698.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, desktop or enterprise applications",Canada,49160.0,Halifax
2021,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,49160.0,Halifax
2021,10 to 19 employees,Retail and Consumer Services,0 to 1 years,Data scientist or machine learning specialist,Canada,22692.0,Halifax
2021,"1,000 to 4,999 employees",Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,54455.0,Kingston–Pembroke
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,Data scientist or machine learning specialist,Canada,98321.0,Edmonton
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,Data or business analyst,Canada,98321.0,Edmonton
2021,500 to 999 employees,Retail and Consumer Services,5 to 9 years,"Developer, full-stack",Canada,61640.0,Vancouver Island and Coast
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,"Developer, mobile",Canada,62774.0,Montreal
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,"Developer, front-end",Canada,62774.0,Montreal
2021,"5,000 to 9,999 employees",Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,62774.0,Montreal
2021,20 to 99 employees,Retail and Consumer Services,2 to 4 years,"Developer, mobile",Canada,52942.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,105884.0,Hamilton–Niagara Peninsula
2021,2 to 9 employees,Higher Education,0 to 1 years,"Developer, full-stack",Canada,30253.0,Calgary
2021,20 to 99 employees,Higher Education,5 to 9 years,"Engineer, data",Canada,64287.0,Halifax
2021,20 to 99 employees,Higher Education,5 to 9 years,"Developer, back-end",Canada,64287.0,Kingston–Pembroke
2021,10 to 19 employees,Higher Education,2 to 4 years,"Developer, full-stack",Canada,31765.0,Montreal
2021,20 to 99 employees,Higher Education,0 to 1 years,"Developer, desktop or enterprise applications",Canada,30253.0,Calgary
2021,100 to 499 employees,Higher Education,10 or more years,"Developer, full-stack",Canada,40836.0,Montreal
2021,100 to 499 employees,Higher Education,10 or more years,System administrator,Canada,40836.0,Winnipeg
2021,2 to 9 employees,Higher Education,0 to 1 years,"Developer, full-stack",Canada,21950.0,Vancouver Island and Coast
2021,20 to 99 employees,Higher Education,5 to 9 years,"Developer, full-stack",Canada,83194.0,Hamilton–Niagara Peninsula
2021,500 to 999 employees,Higher Education,10 or more years,"Developer, full-stack",Canada,91287.0,Toronto
2021,20 to 99 employees,Higher Education,0 to 1 years,"Developer, front-end",Canada,43866.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Higher Education,0 to 1 years,"Developer, full-stack",Canada,43866.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Higher Education,2 to 4 years,"Developer, full-stack",Canada,45379.0,Montreal
2021,2 to 9 employees,Higher Education,10 or more years,"Developer, desktop or enterprise applications",Canada,90758.0,Toronto
2021,2 to 9 employees,Higher Education,10 or more years,"Developer, back-end",Canada,90758.0,Toronto
2021,2 to 9 employees,Higher Education,10 or more years,"Developer, embedded applications or devices",Canada,90758.0,Toronto
2021,20 to 99 employees,Higher Education,5 to 9 years,"Developer, front-end",Canada,75631.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Higher Education,5 to 9 years,"Developer, full-stack",Canada,75631.0,Hamilton–Niagara Peninsula
2021,20 to 99 employees,Higher Education,5 to 9 years,"Developer, back-end",Canada,75631.0,Hamilton–Niagara Peninsula
2021,100 to 499 employees,Higher Education,0 to 1 years,"Developer, full-stack",Canada,33278.0,Kitchener–Waterloo–Barrie
2021,100 to 499 employees,Higher Education,2 to 4 years,System administrator,Canada,54456.0,Moncton–Richibucto
2021,100 to 499 employees,Higher Education,10 or more years,"Developer, desktop or enterprise applications",Canada,56723.0,Montreal
2021,100 to 499 employees,Higher Education,10 or more years,"Developer, QA or test",Canada,56723.0,Winnipeg
2021,"10,000 or more employees",Higher Education,0 to 1 years,"Developer, full-stack",Canada,33278.0,Kitchener–Waterloo–Barrie
2021,20 to 99 employees,Higher Education,5 to 9 years,"Developer, full-stack",Canada,75631.0,Hamilton–Niagara Peninsula
2021,"1,000 to 4,999 employees",Higher Education,10 or more years,"Developer, back-end",Canada,94539.0,Toronto
2021,"10,000 or more employees",Higher Education,2 to 4 years,"Engineer, data",Canada,62018.0,Calgary
2021,100 to 499 employees,Advertising Services,5 to 9 years,"Engineer, data",Canada,68068.0,Halifax
2021,10 to 19 employees,Advertising Services,2 to 4 years,"Developer, full-stack",Canada,39328.0,Montreal
2021,20 to 99 employees,Advertising Services,2 to 4 years,"Developer, desktop or enterprise applications",Canada,49160.0,Halifax
2021,100 to 499 employees,Advertising Services,10 or more years,"Developer, full-stack",Canada,74119.0,Kingston–Pembroke
2021,100 to 499 employees,Advertising Services,10 or more years,Educator,Canada,74119.0,Winnipeg
